grid_id,n,pd,mpd,raoq,fd,fdr,type
5088,2,9.22417294,9.22417294,2.329109669436816,NA,NA,mean
5089,2,9.22417294,9.22417294,2.3133067607989957,NA,NA,mean
5090,2,9.22417294,9.22417294,2.2184893026193473,NA,NA,mean
5091,2,9.79898242,9.79898242,2.2200461281566004,NA,NA,mean
5092,2,8.9367682,8.9367682,2.3994443528117424,NA,NA,mean
5093,2,10.94860138,10.94860138,2.0177219542904554,NA,NA,mean
5465,2,246.61782119999998,246.61782119999998,11.951899809352486,NA,NA,mean
5522,2,468.1601356,468.1601356,12.830591366312897,NA,NA,mean
5523,2,241.13509439999999,241.13509439999999,7.327665695924973,NA,NA,mean
5524,2,10.66119664,10.66119664,2.1038595413697094,NA,NA,mean
5525,2,9.51157768,9.51157768,2.321986624983097,NA,NA,mean
5953,2,431.58533284,431.58533284,10.283563019769769,NA,NA,mean
5954,2,389.95916212,389.95916212,10.075030769938916,NA,NA,mean
5955,2,359.34261484,359.34261484,9.850901196108733,NA,NA,mean
5956,2,411.32544924,411.32544924,9.612026069259203,NA,NA,mean
5957,2,403.83455236,403.83455236,10.046196476307351,NA,NA,mean
5958,2,403.83455236,403.83455236,10.024122534027116,NA,NA,mean
5959,2,424.32115784,424.32115784,10.405450966468457,NA,NA,mean
5960,2,426.08052112,426.08052112,10.699452045513892,NA,NA,mean
5961,2,403.1815926,403.1815926,11.904311468245844,NA,NA,mean
5962,2,403.1815926,403.1815926,12.007525757889454,NA,NA,mean
5963,2,442.1687184,442.1687184,12.387829421988798,NA,NA,mean
5964,2,416.1773012,416.1773012,11.996674611054097,NA,NA,mean
5965,2,558.02369228,558.02369228,11.982733829422617,NA,NA,mean
5983,2,481.1558442,481.1558442,13.284204478635802,NA,NA,mean
5984,2,507.1472614,507.1472614,13.881787854601162,NA,NA,mean
6372,2,245.4062208,245.4062208,13.214702339657807,NA,NA,mean
6381,2,166.81930888,166.81930888,5.403937553442409,NA,NA,mean
6382,2,143.69365848,143.69365848,5.122448843368999,NA,NA,mean
6383,2,143.69365848,143.69365848,5.073226829561798,NA,NA,mean
6384,2,378.7228168,378.7228168,9.45031875117867,NA,NA,mean
6385,2,506.04085788,506.04085788,11.982626320301346,NA,NA,mean
6386,2,343.48113944,343.48113944,9.179644440559548,NA,NA,mean
6387,2,454.93770512,454.93770512,11.094362673948972,NA,NA,mean
6388,2,400.53059164,400.53059164,10.619051545761028,NA,NA,mean
6389,2,363.96774492,363.96774492,9.189560620884713,NA,NA,mean
6390,2,305.37369528,305.37369528,8.614624554522367,NA,NA,mean
6391,2,425.20083948,425.20083948,10.505925503039284,NA,NA,mean
6392,2,406.70031916,406.70031916,10.23430689919197,NA,NA,mean
6393,2,402.95487072,402.95487072,10.280452581840676,NA,NA,mean
6394,2,541.28253524,541.28253524,12.272353671125549,NA,NA,mean
6395,2,558.02369228,558.02369228,12.741590500722998,NA,NA,mean
6396,2,566.3942708,566.3942708,12.496501261643202,NA,NA,mean
6397,2,491.05906412,491.05906412,11.024545697514261,NA,NA,mean
6416,2,442.1687184,442.1687184,12.3878294208788,NA,NA,mean
6417,2,324.41409002,324.41409002,8.343212886204995,NA,NA,mean
6418,2,368.21813302,368.21813302,10.526031734935444,NA,NA,mean
6419,2,10.08638716,10.08638716,2.133908533516824,NA,NA,mean
6508,2,11.23600612,11.23600612,2.2002338219728714,NA,NA,mean
6509,2,7.48939922,7.48939922,2.2118447381882778,NA,NA,mean
6510,2,7.7755108,7.7755108,2.072216996036384,NA,NA,mean
6643,2,243.75641759999996,243.75641759999996,11.619107567916283,NA,NA,mean
6725,2,353.2723608,353.2723608,10.232774621269902,NA,NA,mean
