raw_name,trait_name,match_type
Muellera unifoliolata,Lonchocarpus unifoliolatus,direct kew
Myrceugenia acutata,Myrceugenia ovata,direct kew
Myrcia adenophylla,Calyptranthes glandulosa,direct kew
Myrcia amarulenta,Calyptranthes amarulenta,direct kew
Myrcia amshoffae,Calyptranthes amshoffae,direct kew
Myrcia aulomyrcioides,Calyptranthes multiflora,direct kew
Myrcia bartlettii,Calyptranthes bartlettii,direct kew
Myrcia bipennis,Marlierea bipennis,direct kew
Myrcia brevispicata,Calyptranthes brevispicata,direct kew
Myrcia buchenavioides,Calyptranthes buchenavioides,direct kew
Myrcia calderonii,Calyptranthes calderonii,direct kew
Myrcia canaliculata,Calyptranthes canaliculata,direct kew
Myrcia carioca,Calyptranthes aromatica,direct kew
Myrcia chiapensis,Calyptranthes chiapensis,direct kew
Myrcia chytraculia,Calyptranthes chytraculia,direct kew
Myrcia contrerasii,Calyptranthes contrerasii,direct kew
Myrcia crebra,Calyptranthes crebra,direct kew
Myrcia cruciflora,Calyptranthes concinna,direct kew
Myrcia cruciflora,Calyptranthes obversa,direct kew
Myrcia cruciflora,Calyptranthes rufescens,direct kew
Myrcia cruciflora,Calyptranthes widgreniana,direct kew
Myrcia cuneifolia,Calyptranthes cuneifolia,direct kew
Myrcia cuspidata,Calyptranthes cuspidata,direct kew
Myrcia densiflora,Calyptranthes densiflora,direct kew
Myrcia detecta,Calyptranthes detecta,direct kew
Myrcia detecta,Calyptranthes tricona,direct kew
Myrcia detecta,Calyptranthes ursina,direct kew
Myrcia dolichopetala,Myrcia dolicopetala,direct kew
Myrcia dryadica,Calyptranthes dryadica,direct kew
Myrcia elliptifolia,Calyptranthes elliptica,direct kew
Myrcia estoraquensis,Calyptranthes estoraquensis,direct kew
Myrcia eugenioides,Marlierea eugenioides,direct kew
Myrcia eugenioides,Myrcia lineata,direct kew
Myrcia eugeniopsoides,Marlierea eugeniopsoides,direct kew
Myrcia fusiformis,Calyptranthes fusiformis,direct kew
Myrcia grammica,Calyptranthes grammica,direct kew
Myrcia guildingiana,Marlierea guildingiana,direct kew
Myrcia hedraiophylla,Calyptranthes spruceana,direct kew
Myrcia hondurensis,Calyptranthes hondurensis,direct kew
Myrcia ishoaquinicca,Calyptranthes ishoaquinicca,direct kew
Myrcia jefensis,Calyptranthes jefensis,direct kew
Myrcia johnstonii,Calyptranthes johnstonii,direct kew
Myrcia karlingii,Calyptranthes karlingii,direct kew
Myrcia karwinskyana,Calyptranthes karwinskyana,direct kew
Myrcia killipii,Calyptranthes killipii,direct kew
Myrcia krugioides,Calyptranthes krugioides,direct kew
Myrcia legrandii,Calyptranthes hatschbachii,direct kew
Myrcia legrandii,Calyptranthes obovata,direct kew
Myrcia lenheirensis,Marlierea angustifolia,direct kew
Myrcia lepida,Calyptranthes lepida,direct kew
Myrcia lonchophylla,Calyptranthes anceps,direct kew
Myrcia lonchophylla,Calyptranthes lanceolata,direct kew
Myrcia lonchophylla,Calyptranthes ubatubana,direct kew
Myrcia longicalyptrata,Calyptranthes longicalyptrata,direct kew
Myrcia lozanoi,Calyptranthes lozanoi,direct kew
Myrcia luquillensis,Calyptranthes luquillensis,direct kew
Myrcia macrantha,Calyptranthes macrantha,direct kew
Myrcia manuensis,Calyptranthes manuensis,direct kew
Myrcia maritima,Calyptranthes maritima,direct kew
Myrcia marliereana,Calyptranthes langsdorffii,direct kew
Myrcia maxima,Calyptranthes maxima,direct kew
Myrcia mayana,Calyptranthes mayana,direct kew
Myrcia megapaniculata,Calyptranthes paniculata,direct kew
Myrcia megistophylla,Calyptranthes megistophylla,direct kew
Myrcia melanophylla,Calyptranthes nigricans,direct kew
Myrcia meridensis,Calyptranthes meridensis,direct kew
Myrcia mesoamericana,Marlierea mesoamericana,direct kew
Myrcia millspaughii,Calyptranthes millspaughii,direct kew
Myrcia monteverdensis,Calyptranthes monteverdensis,direct kew
Myrcia multipunctata,Marlierea clausseniana,direct kew
Myrcia multipunctata,Marlierea gardneriana,direct kew
Myrcia multipunctata,Marlierea laevigata,direct kew
Myrcia neobracteata,Calyptranthes bracteata,direct kew
Myrcia neobrasiliensis,Calyptranthes brasiliensis,direct kew
Myrcia neobrasiliensis,Calyptranthes dardanoi,direct kew
Myrcia neobrasiliensis,Calyptranthes glazioviana,direct kew
Myrcia neobrasiliensis,Calyptranthes grandifolia,direct kew
Myrcia neobrasiliensis,Calyptranthes heineriana,direct kew
Myrcia neobrasiliensis,Calyptranthes loranthifolia,direct kew
Myrcia neobrasiliensis,Calyptranthes melanoclada,direct kew
Myrcia neobrasiliensis,Calyptranthes ovalifolia,direct kew
Myrcia neobrasiliensis,Calyptranthes ovata,direct kew
Myrcia neobrasiliensis,Calyptranthes paniculata,direct kew
Myrcia neoclusiifolia,Calyptranthes clusiifolia,direct kew
Myrcia neoforsteri,Calyptranthes forsteri,direct kew
Myrcia neolucida,Calyptranthes affinis,direct kew
Myrcia neolucida,Calyptranthes grandiflora,direct kew
Myrcia neolucida,Calyptranthes lucida,direct kew
Myrcia neolucida,Calyptranthes luetzelburgii,direct kew
Myrcia neomacrocarpa,Calyptranthes macrocarpa,direct kew
Myrcia neoschomburgkiana,Marlierea schomburgkiana,direct kew
Myrcia neospeciosa,Calyptranthes macrophylla,direct kew
Myrcia neospeciosa,Calyptranthes speciosa,direct kew
Myrcia parvifolia,Calyptranthes microphylla,direct kew
Myrcia paxillata,Calyptranthes paxillata,direct kew
Myrcia pendens,Calyptranthes pendula,direct kew
Myrcia perlaevigata,Calyptranthes perlaevigata,direct kew
Myrcia petenensis,Calyptranthes petenensis,direct kew
Myrcia pileata,Calyptranthes pileata,direct kew
Myrcia pittieri,Calyptranthes pittieri,direct kew
Myrcia plicata,Calyptranthes plicata,direct kew
Myrcia polygama,Marlierea polygama,direct kew
Myrcia pseudobrunneica,Calyptranthes pseudobrunneica,direct kew
Myrcia pseudopauciflora,Calyptranthes pauciflora,direct kew
Myrcia pteropoda,Calyptranthes pteropoda,direct kew
Myrcia pulchella,Calyptranthes pulchella,direct kew
Myrcia pullei,Calyptranthes pullei,direct kew
Myrcia reitzii,Marlierea reitzii,direct kew
Myrcia restingae,Calyptranthes restingae,direct kew
Myrcia ruiziana,Calyptranthes ruiziana,direct kew
Myrcia santalucia,Calyptranthes santalucia,direct kew
Myrcia schlechtendaliana,Calyptranthes schiedeana,direct kew
Myrcia scoparia,Calyptranthes scoparia,direct kew
Myrcia sessilis,Calyptranthes sessilis,direct kew
Myrcia simulata,Calyptranthes simulata,direct kew
Myrcia spicata,Calyptranthes spicata,direct kew
Myrcia strigipes,Marlierea tomentosa,direct kew
Myrcia strigosa,Calyptranthes strigipes,direct kew
Myrcia subacuminata,Marlierea krapovickae,direct kew
Myrcia subacuminata,Marlierea subacuminata,direct kew
Myrcia tenuiflora,Calyptranthes bipennis,direct kew
Myrcia tenuiflora,Calyptranthes hylobates,direct kew
Myrcia tenuipes,Calyptranthes tenuipes,direct kew
Myrcia tessmannii,Calyptranthes tessmannii,direct kew
Myrcia tetraptera,Calyptranthes tetraptera,direct kew
Myrcia teuscheriana,Marlierea teuscheriana,direct kew
Myrcia tonii,Calyptranthes tonii,direct kew
Myrcia tricona,Calyptranthes detecta,direct kew
Myrcia tricona,Calyptranthes tricona,direct kew
Myrcia tricona,Calyptranthes ursina,direct kew
Myrcia tridymantha,Calyptranthes tridymantha,direct kew
Myrcia tumidonodia,Calyptranthes tumidonodia,direct kew
Myrcia umbraticola,Marlierea umbraticola,direct kew
Myrcia uncinata,Calyptranthes angustifolia,direct kew
Myrcia zanquinensis,Calyptranthes zanquinensis,direct kew
Myrcia zuzygium,Calyptranthes rigida,direct kew
Myrcia zuzygium,Calyptranthes zuzygium,direct kew
Myrciaria leucadendron,Myrciaria floribunda,direct kew
Myrsine achradifolia,Rapanea achradifolia,direct kew
Myrsine acrantha,Rapanea acrantha,direct kew
Myrsine avenis,Rapanea avenis,direct kew
Myrsine collina,Rapanea collina,direct kew
Myrsine dasyphylla,Rapanea dasyphylla,direct kew
Myrsine fosbergii,Rapanea fosbergii,direct kew
Myrsine gilliana,Rapanea gilliana,direct kew
Myrsine hasseltii,Rapanea hasseltii,direct kew
Myrsine longifolia,Rapanea longifolia,direct kew
Myrsine melanophloeos,Rapanea melanophloeos,direct kew
Myrsine ovalis,Rapanea ovalis,direct kew
Myrsine platystigma,Rapanea platystigma,direct kew
Myrsine porosa,Rapanea porosa,direct kew
Myrsine rawacensis,Rapanea rawacensis,direct kew
Myrsine salicina,Rapanea salicina,direct kew
Myrsine subsessilis,Rapanea subsessilis,direct kew
Myrsine trinitatis,Rapanea trinitatis,direct kew
Myrsine urceolata,Rapanea urceolata,direct kew
Myrsine variabilis,Rapanea variablis,direct kew
Myrsine wightiana,Rapanea wightiana,direct kew
Myrtama elegans,Myricaria elegans,direct kew
Nauclea latifolia,Sarcocephalus latifolius,direct kew
Nauclea nyasica,Burttdavya nyasica,direct kew
Nectandra caudatoacuminata,Nectandra caudato-acuminata,direct kew
Nectaropetalum eligulatum,Erythroxylum eligulatum,direct kew
Neisosperma poweri,Ochrosia poweri,direct kew
Neocalyptrocalyx eichleriana,Capparis eichleriana,direct kew
Neocalyptrocalyx grandipetala,Capparis grandipetala,direct kew
Neocalyptrocalyx leprieurii,Capparis leprieurii,direct kew
Neocalyptrocalyx maroniensis,Capparis maroniensis,direct kew
Neocalyptrocalyx muco,Capparis muco,direct kew
Neocinnamomum fargesii,Cinnamomum fargesii,direct kew
Neocussonia bojeri,Schefflera bojeri,direct kew
Neocussonia staufferiana,Schefflera staufferana,direct kew
Neocussonia umbellifera,Schefflera umbellifera,direct kew
Neoguarea glomerulata,Guarea glomerulata,direct kew
Nephelium maingayi,Nephelium mangayi,direct kew
Noronhia battiscombei,Chionanthus battiscombei,direct kew
Noronhia broomeana,Chionanthus broomeanus,direct kew
Noronhia camptoneura,Chionanthus camptoneurus,direct kew
Noronhia cordifolia,Chionanthus cordifolius,direct kew
Noronhia foveolata,Chionanthus foveolatus,direct kew
Noronhia incurvifolia,Chionanthus incurvifolius,direct kew
Noronhia macrophylla,Chionanthus boutonii,direct kew
Noronhia mannii,Chionanthus mannii,direct kew
Noronhia mildbraedii,Chionanthus mildbraedii,direct kew
Noronhia nilotica,Chionanthus niloticus,direct kew
Noronhia obtusifolia,Chionanthus obtusifolius,direct kew
Noronhia olearia,Olea ambrensis,direct kew
Noronhia peglerae,Chionanthus peglerae,direct kew
Noronhia richardsiae,Chionanthus richardsiae,direct kew
Noronhia tropophylla,Chionanthus tropophyllus,direct kew
Nothopegia racemosa,Nothopegia castaneifolia,direct kew
Ochna staudtii,Ochna kibbiensis,direct kew
Ocotea brachybotrya,Ocotea brachybotra,direct kew
Ocotea caniflora,Ocotea architectorum,direct kew
Ocotea caniflora,Ocotea floribunda,direct kew
Ocotea caniflora,Ocotea multiglandulosa,direct kew
Ocotea cuneifolia,Ocotea oblongo-obovata,direct kew
Ocotea cuneifolia,Ocotea oocarpa,direct kew
Ocotea cuneifolia,Ocotea raimondii,direct kew
Ocotea leptobotra,Ocotea cernua,direct kew
Ocotea leptobotra,Ocotea moanensis,direct kew
Ocotea magnifica,Ocotea glomerata,direct kew
Ocotea nobilis,Pleurothyrium nobile,direct kew
Ocotea paranapiacabensis,Ocotea puberula,direct kew
Ocotea psychotrioides,Cinnamomum psychotrioides,direct kew
Ocotea pulchra,Nectandra pulchra,direct kew
Ocotea pulchra,Ocotea lancifolia,direct kew
Oncoba subtomentosa,Caloncoba subtomentosa,direct kew
Oocephalus piranii,Hyptis piranii,direct kew
Ostrya chisosensis,Ostrya knowltonii,direct kew
Ougeinia oojeinensis,Desmodium oojeinense,direct kew
Ouratea pycnostachys,Ouratea pychnostachys,direct kew
Ouratea pyramidalis,Ouratea insulae,direct kew
Ovieda anafensis,Clerodendrum anafense,direct kew
Oxandra acuminata,Oxandra mediocris,direct kew
Oxandra maya,Oxandra belizensis,direct kew
Oxandra maya,Oxandra guatemalensis,direct kew
Oxyspora howellii,Allomorphia howellii,direct kew
Ozoroa kassneri,Ozoroa kaessneri,direct kew
Ozoroa longepetiolata,Ozoroa longipetiolata,direct kew
Pachycereus militaris,Backebergia militaris,direct kew
Pachystela buluensis,Synsepalum buluensis,direct kew
Palicourea angustiflora,Psychotria angustiflora,direct kew
Palicourea arenosa,Psychotria cuatrecasasii,direct kew
Palicourea aschersoniana,Psychotria aschersoniana,direct kew
Palicourea boraginoides,Psychotria boraginoides,direct kew
Palicourea boyanii,Psychotria boyanii,direct kew
Palicourea campyloneura,Psychotria campyloneura,direct kew
Palicourea ceratantha,Psychotria ceratantha,direct kew
Palicourea chlorobotrya,Psychotria chlorobotrya,direct kew
Palicourea dives,Psychotria dives,direct kew
Palicourea egensis,Psychotria egensis,direct kew
Palicourea elata,Psychotria elata,direct kew
Palicourea galeottiana,Psychotria galeottiana,direct kew
Palicourea galeottiana,Psychotria perotensis,direct kew
Palicourea glomerulata,Psychotria glomerulata,direct kew
Palicourea gracilenta,Psychotria gracilenta,direct kew
Palicourea hoffmannseggiana,Psychotria hoffmannseggiana,direct kew
Palicourea iodotricha,Psychotria iodotricha,direct kew
Palicourea jauaensis,Psychotria jauaensis,direct kew
Palicourea jenmanii,Psychotria mazaruniensis,direct kew
Palicourea jervisei,Psychotria jervisei,direct kew
Palicourea juarezana,Psychotria juarezana,direct kew
Palicourea levis,Psychotria levis,direct kew
Palicourea macrosepala,Palicourea discolor,direct kew
Palicourea malaneoides,Psychotria malaneoides,direct kew
Palicourea micrantha,Psychotria azuensis,direct kew
Palicourea minarum,Psychotria minarum,direct kew
Palicourea octocuspis,Psychotria octocuspis,direct kew
Palicourea octocuspis,Psychotria stellaris,direct kew
Palicourea parvibractea,Psychotria parvibractea,direct kew
Palicourea perotensis,Psychotria galeottiana,direct kew
Palicourea perotensis,Psychotria perotensis,direct kew
Palicourea phanerandra,Psychotria phanerandra,direct kew
Palicourea pubescens,Psychotria pubescens,direct kew
Palicourea racemosa,Psychotria racemosa,direct kew
Palicourea sanblasensis,Psychotria sanblasensis,direct kew
Palicourea schunkei,Psychotria schunkei,direct kew
Palicourea sessilis,Psychotria vellosiana,direct kew
Palicourea simiarum,Psychotria simiarum,direct kew
Palicourea tepuiensis,Psychotria tepuiensis,direct kew
Palicourea vallis,Coussarea vallis,direct kew
Palicourea veracruzensis,Psychotria veracruzensis,direct kew
Palicourea zevallosii,Psychotria zevallosii,direct kew
Pamphilia vilcabambae,Styrax vilcabambae,direct kew
Pandanus cominsii,Pandanus conoideus,direct kew
Pandanus gemmifer,Pandanus gemmiferus,direct kew
Pantadenia chauvetiae,Parapantadenia chauvetiae,direct kew
Paracarphalea angulata,Carphalea angulata,direct kew
Paracarphalea kirondron,Carphalea kirondron,direct kew
Paracarphalea pervilleana,Carphalea pervilleana,direct kew
Paracephaelis sericea,Homolliella sericea,direct kew
Paralychnophora bicolor,Eremanthus bicolor,direct kew
Paralychnophora reflexoauriculata,Eremanthus reflexo-auriculatus,direct kew
Parasenegalia muricata,Acacia muricata,direct kew
Parasenegalia rurrenabaqueana,Senegalia rurrenabaqueana,direct kew
Parasenegalia santosii,Senegalia santosii,direct kew
Parasenegalia skleroxyla,Senegalia skleroxyla,direct kew
Parashorea stellata,Shorea stellata,direct kew
Parkinsonia florida,Cercidium floridum,direct kew
Parkinsonia microphylla,Cercidium microphyllum,direct kew
Parkinsonia texana,Cercidium texanum,direct kew
Paropsia vareciformis,Paropsia varecifomis,direct kew
Pavonia goetheoides,Blanchetiastrum goetheoides,direct kew
Peltophorum dasyrhachis,Peltophorum dasyrrhachis,direct kew
Pentaceras australe,Pentaceras australis,direct kew
Persea chrysophylla,Mutisiopersea chrysophylla,direct kew
Persea costata,Mutisiopersea costata,direct kew
Persea filipes,Cinnamomum filipes,direct kew
Persea krugii,Mutisiopersea krugii,direct kew
Persea oblongifolia,Mutisiopersea oblongifolia,direct kew
Persea podadenia,Persea liebmannii,direct kew
Persea urbaniana,Mutisiopersea urbaniana,direct kew
Phanera variegata,Bauhinia variegata,direct kew
Phenax grossecrenatus,Phenax grossecrenatum,direct kew
Philenoptera laxiflora,Lonchocarpus laxiflorus,direct kew
Philotheca trachyphylla,Eriostemon trachyphyllus,direct kew
Phoebe bootanica,Phoebe hainesiana,direct kew
Phoebe cavaleriei,Nothaphoebe cavaleriei,direct kew
Phoebe excelsa,Persea excelsa,direct kew
Phoebe pallida,Persea pallida,direct kew
Phyllanthus assamicus,Glochidion ellipticum,direct kew
Phyllanthus caledonicus,Glochidion caledonicum,direct kew
Phyllanthus celastroides,Glochidion celastroides,direct kew
Phyllanthus coccineus,Glochidion coccineum,direct kew
Phyllanthus concolor,Glochidion concolor,direct kew
Phyllanthus cordatus,Glochidion cordatum,direct kew
Phyllanthus coriaceus,Glochidion coriaceum,direct kew
Phyllanthus daltonii,Glochidion daltonii,direct kew
Phyllanthus eriocarpus,Glochidion eriocarpum,direct kew
Phyllanthus fulvirameus,Glochidion fulvirameum,direct kew
Phyllanthus glomerulatus,Glochidion glomerulatum,direct kew
Phyllanthus grayanus,Glochidion grayanum,direct kew
Phyllanthus helferi,Glochidion helferi,direct kew
Phyllanthus hohenackeri,Glochidion hohenackeri,direct kew
Phyllanthus insignis,Glochidion insigne,direct kew
Phyllanthus insignis,Phyllanthus clamboides,direct kew
Phyllanthus khasicus,Glochidion khasicum,direct kew
Phyllanthus korthalsii,Glochidion korthalsii,direct kew
Phyllanthus lanceilimbus,Glochidion lanceilimbum,direct kew
Phyllanthus lanceolarius,Glochidion lanceolarium,direct kew
Phyllanthus linearis,Phyllanthus arbuscula,direct kew
Phyllanthus littoralis,Glochidion littorale,direct kew
Phyllanthus lobocarpus,Glochidion lobocarpum,direct kew
Phyllanthus longfieldiae,Glochidion longfieldiae,direct kew
Phyllanthus longifolius,Phyllanthus acidus,direct kew
Phyllanthus lucidus,Flueggea virosa,direct kew
Phyllanthus lucidus,Glochidion lucidum,direct kew
Phyllanthus lutescens,Glochidion lutescens,direct kew
Phyllanthus manono,Glochidion manono,direct kew
Phyllanthus mocinoanus,Phyllanthus mocinianus,direct kew
Phyllanthus mollis,Glochidion molle,direct kew
Phyllanthus moonii,Glochidion moonii,direct kew
Phyllanthus multilocularis,Glochidion multiloculare,direct kew
Phyllanthus myrianthus,Glochidion myrianthum,direct kew
Phyllanthus nemoralis,Glochidion nemorale,direct kew
Phyllanthus obliquus,Glochidion zeylanicum,direct kew
Phyllanthus obscurus,Glochidion obscurum,direct kew
Phyllanthus polyanthus,Phyllanthus physocarpus,direct kew
Phyllanthus pseudonobilis,Margaritaria nobilis,direct kew
Phyllanthus puber,Glochidion puberum,direct kew
Phyllanthus seemannii,Glochidion seemannii,direct kew
Phyllanthus sericeus,Glochidion sericeum,direct kew
Phyllanthus sieboldianus,Glochidion obovatum,direct kew
Phyllanthus sphaerogynus,Glochidion sphaerogynum,direct kew
Phyllanthus stellatus,Glochidion stellatum,direct kew
Phyllanthus submollis,Glochidion submolle,direct kew
Phyllanthus taitensis,Glochidion taitense,direct kew
Phyllanthus thomsonii,Glochidion thomsonii,direct kew
Phyllanthus triandrus,Glochidion triandrum,direct kew
Phyllanthus valeriae,Phyllanthus valerioi,direct kew
Phyllanthus valerii,Phyllanthus valerioi,direct kew
Phyllanthus varians,Glochidion varians,direct kew
Phyllanthus vitiensis,Glochidion vitiense,direct kew
Phyllanthus wallichianus,Glochidion wallichianum,direct kew
Phyllanthus wrightii,Glochidion wrightii,direct kew
Phyllanthus xerocarpus,Glochidion xerocarpum,direct kew
Physominthe vitifolia,Hypenia vitifolia,direct kew
Picrophloeus collinus,Fagraea collina,direct kew
Piliocalyx wagapensis,Syzygium lifuanum,direct kew
Piliostigma thonningii,Bauhinia thonningii,direct kew
Piper timothianum,Macropiper timothianum,direct kew
Piranhea longepedunculata,Piranhea longipedunculata,direct kew
Pithecellobium hymenaeifolium,Pithecellobium hymenaeafolium,direct kew
Pittosporum phillyreoides,Pittosporum phillyraeoides,direct kew
Pityrocarpa leucoxylon,Piptadenia leucoxylon,direct kew
Pleradenophora bilocularis,Sebastiania bilocularis,direct kew
Pleradenophora lottiae,Sebastiania lottiae,direct kew
Pleradenophora membranifolia,Sebastiania membranifolia,direct kew
Pleradenophora tuerckheimiana,Sebastiania tuerckheimiana,direct kew
Plerandra actinostigma,Schefflera actinostigma,direct kew
Plerandra baillonii,Schefflera bailloniana,direct kew
Plerandra bakeriana,Schefflera bakeriana,direct kew
Plerandra brassii,Schefflera latianulata,direct kew
Plerandra cabalionii,Schefflera cabalionii,direct kew
Plerandra costata,Schefflera costata,direct kew
Plerandra crassipes,Schefflera crassipes,direct kew
Plerandra elegantissima,Schefflera elegantissima,direct kew
Plerandra elongata,Schefflera elongata,direct kew
Plerandra emiliana,Schefflera emiliana,direct kew
Plerandra gabriellae,Schefflera gabriellae,direct kew
Plerandra grayi,Schefflera grayi,direct kew
Plerandra insolita,Schefflera insolita,direct kew
Plerandra leptophylla,Schefflera leptophylla,direct kew
Plerandra micrantha,Schefflera dictyophlebia,direct kew
Plerandra nono,Schefflera nono,direct kew
Plerandra pachyphylla,Schefflera pachyphylla,direct kew
Plerandra pancheri,Schefflera pancheri,direct kew
Plerandra pickeringii,Schefflera pickeringii,direct kew
Plerandra plerandroides,Schefflera plerandroides,direct kew
Plerandra polydactylis,Schefflera polydactylis,direct kew
Plerandra reginae,Schefflera reginae,direct kew
Plerandra seemanniana,Schefflera seemanniana,direct kew
Plerandra solomonensis,Schefflera solomonensis,direct kew
Plerandra stahliana,Schefflera stahliana,direct kew
Plerandra tannae,Schefflera tannae,direct kew
Plerandra veitchii,Schefflera veitchii,direct kew
Plerandra victoriae,Schefflera victoriae,direct kew
Plerandra vitiensis,Schefflera nesopanax,direct kew
Pleroma canescens,Tibouchina canescens,direct kew
Pleroma francavillanum,Tibouchina francavillana,direct kew
Pleroma martiale,Tibouchina lindeniana,direct kew
Podocarpus gibbsiae,Podocarpus gibbsii,direct kew
Polyalthia congesta,Monoon congestum,direct kew
Polylepis flavipila,Polylepis subsericans,direct kew
Polyosma borneensis,Polyosma havilandii,direct kew
Polyosma ilicifolia,Polyosma illicifolia,direct kew
Polyosma longepedicellata,Polyosma longipes,direct kew
Polyosma rhytiphloia,Polyosma rhytophloia,direct kew
Polyosma wallichii,Polyosma elongata,direct kew
Polyspora axillaris,Gordonia axillaris,direct kew
Polyspora balansae,Gordonia balansae,direct kew
Pombalia phyllanthoides,Hybanthus phyllanthoides,direct kew
Pombalia prunifolia,Hybanthus prunifolius,direct kew
Portulacaria namaquensis,Ceraria namaquensis,direct kew
Pouteria longifolia,Chrysophyllum longifolium,direct kew
Premna tomentosa,Trema tomentosa,direct kew
Preslianthus detonsus,Capparis detonsa,direct kew
Preslianthus panamensis,Capparis panamensis,direct kew
Preslianthus pittieri,Capparis pittieri,direct kew
Prestoea longepetiolata,Prestoea longipetiolata,direct kew
Prioria balsamifera,Prioria balsaminfera,direct kew
Prioria joveri,Gossweilerodendron joveri,direct kew
Prioria pinnata,Kingiodendron pinnatum,direct kew
Prioria platycarpa,Kingiodendron platycarpum,direct kew
Protium brenesii,Trichilia brenesii,direct kew
Protium pedicellatum,Protium ferrugineum,direct kew
Protium stevensonii,Tetragastris panamensis,direct kew
Prunus cortapico,Prunus skutchii,direct kew
Prunus ferganensis,Prunus persica,direct kew
Prunus jamasakura,Cerasus jamasakura,direct kew
Prunus matudae,Prunus matudai,direct kew
Prunus oxyphylla,Prunus trichostoma,direct kew
Pseudocydonia sinensis,Chaenomeles sinensis,direct kew
Pseudosamanea guachapele,Albizia guachapele,direct kew
Psidium cattleyanum,Psidium arboreum,direct kew
Psidium cattleyanum,Psidium ubatubense,direct kew
Psidium cattleyanum,Psidium cattleianum,direct kew
Psychotria abrahamii,Psathura lutescens,direct kew
Psychotria batopedina,Psathura batopedina,direct kew
Psychotria kentii,Psathura myriantha,direct kew
Psychotria trichantha,Cremocarpon trichanthum,direct kew
Pterocarpus dubius,Etaballia dubia,direct kew
Pterocarpus hayesii,Pterocarpus rohrii,direct kew
Pterocelastrus galpinii,Pterocelastrus echinatus,direct kew
Pterospermum canescens,Pterospermum suberifolium,direct kew
Pterospermum javanicum,Pterospermum subinaequale,direct kew
Pycnandra filipes,Leptostylis multiflora,direct kew
Pycnandra petiolata,Leptostylis petiolata,direct kew
Pyrostria andringitrensis,Peponidium andringitrense,direct kew
Pyrostria mandrarensis,Peponidium mandrarense,direct kew
Pyrostria montana,Peponidium montanum,direct kew
Pyrus boissieriana,Pyrus serikensis,direct kew
Pyrus elaeagrifolia,Pyrus elaeagnifolia,direct kew
Quadrella angustifolia,Capparis angustifolia,direct kew
Quadrella antonensis,Capparis antonensis,direct kew
Quadrella asperifolia,Capparis asperifolia,direct kew
Quadrella calciphila,Capparis calciphila,direct kew
Quadrella domingensis,Capparis domingensis,direct kew
Quadrella ferruginea,Capparis ferruginea,direct kew
Quadrella filipes,Capparis filipes,direct kew
Quadrella indica,Capparis indica,direct kew
Quadrella lundellii,Capparis lundellii,direct kew
Quadrella mirifica,Capparis mirifica,direct kew
Quadrella singularis,Capparis singularis,direct kew
Quadrella steyermarkii,Capparis steyermarkii,direct kew
Qualea dichotoma,Qualea cordata,direct kew
Quercus cambodiensis,Quercus auricoma,direct kew
Quercus confertifolia,Quercus gentryi,direct kew
Quercus graciliformis,Quercus canbyi,direct kew
Quercus hypargyrea,Quercus multinervis,direct kew
Quercus mcvaughii,Quercus macvaughii,direct kew
Quercus obconicus,Quercus hainanica,direct kew
Quercus urbani,Quercus urbanii,direct kew
Quercus xylina,Quercus laxa,direct kew
Quetzalia guatemalensis,Gyminda tonduzii,direct kew
Quiina schippii,Quiina macrophylla,direct kew
Radermachera quadripinnata,Radermachera pinnata,direct kew
Raputiarana heptaphylla,Raputia heptaphylla,direct kew
Rauia nodosa,Angostura nodosa,direct kew
Reichenbachia paraguayensis,Reichenbachia hirsuta,direct kew
Rhabdophyllum arnoldianum,Ouratea arnoldiana,direct kew
Rhamnus nelsonii,Frangula mucronata,direct kew
Rhamnus pompana,Frangula capreifolia,direct kew
Rhododendron lochiae,Rhododendron lochae,direct kew
Rinorea gabunensis,Rinorea gabonensis,direct kew
Rondeletia chinajensis,Arachnothryx chinajensis,direct kew
Rondeletia hameliifolia,Arachnothryx hameliifolia,direct kew
Ruagea trisperma,Ruagea glabra,direct kew
Rubovietnamia sericantha,Rubovietnamia aristata,direct kew
Rudgea ventuariana,Psychotria ventuariana,direct kew
Ruizterania albiflora,Qualea albiflora,direct kew
Ruizterania clavata,Qualea clavata,direct kew
Ruizterania gardneriana,Qualea gardneriana,direct kew
Ruizterania nitida,Qualea nitida,direct kew
Ruizterania sacculata,Qualea sacculata,direct kew
Ruizterania wittrockii,Qualea wittrockii,direct kew
Ryticaryum longifolium,Rhyticaryum longifolium,direct kew
Ryticaryum macrocarpum,Rhyticaryum macrocarpum,direct kew
Ryticaryum novoguineense,Rhyticaryum novoguineense,direct kew
Ryticaryum oleraceum,Rhyticaryum oleraceum,direct kew
Ryticaryum oxycarpum,Rhyticaryum oxycarpum,direct kew
Salix canariensis,Salix pedicellata,direct kew
Salix hultenii,Salix bakko,direct kew
Salix hultenii,Salix caprea,direct kew
Salix richardsonii,Salix lanata,direct kew
Samanea saman,Albizia saman,direct kew
Sapium appendiculatum,Sebastiania appendiculata,direct kew
Sarcomphalus joazeiro,Ziziphus joazeiro,direct kew
Sarcomphalus taylorii,Ziziphus taylorii,direct kew
Sarcotoxicum salicifolium,Capparis salicifolia,direct kew
Saurauia cana,Saurauia scabrida,direct kew
Schefflera chococola,Schefflera macrophylla,direct kew
Schinus microphylla,Schinus microphyllus,direct kew
