raw_name,trait_name,match_type
Myrsine rawacensis,Rapanea rawacensis,tpl kew
Myrsine salicina,Rapanea salicina,tpl kew
Myrsine subsessilis,Rapanea subsessilis,tpl kew
Myrsine trinitatis,Rapanea trinitatis,tpl kew
Myrsine urceolata,Rapanea urceolata,tpl kew
Myrsine variabilis,Rapanea variablis,tpl kew
Myrsine wightiana,Rapanea wightiana,tpl kew
Napoleonaea mannii,Napoleonaea imperialis,tpl kew
Nectaropetalum eligulatum,Erythroxylum eligulatum,tpl kew
Neisosperma poweri,Ochrosia poweri,tpl kew
Neocalyptrocalyx eichleriana,Capparis eichleriana,tpl kew
Neocalyptrocalyx grandipetala,Capparis grandipetala,tpl kew
Neocalyptrocalyx leprieurii,Capparis leprieurii,tpl kew
Neocalyptrocalyx maroniensis,Capparis maroniensis,tpl kew
Neocalyptrocalyx muco,Capparis muco,tpl kew
Neocinnamomum fargesii,Cinnamomum fargesii,tpl kew
Neolitsea foliosa,Neolitsea umbrosa,tpl kew
Noronhia broomeana,Chionanthus broomeanus,tpl kew
Ocotea bicolor,Ocotea corymbosa,tpl kew
Ocotea longipes,Ocotea thouvenotii,tpl kew
Ocotea nobilis,Pleurothyrium nobile,tpl kew
Ocotea portoricensis,Ocotea oblonga,tpl kew
Ocotea prolifera,Ocotea indecora,tpl kew
Ocotea psychotrioides,Cinnamomum psychotrioides,tpl kew
Ocotea pulchra,Ocotea lancifolia,tpl kew
Oncoba subtomentosa,Caloncoba subtomentosa,tpl kew
Operculina petaloidea,Merremia peltata,tpl kew
Ormosia subsessilis,Ormosia monosperma,tpl kew
Ormosia trifoliolata,Ormosia costulata,tpl kew
Ouratea madrensis,Ouratea lucens,tpl kew
Ouratea pyramidalis,Ouratea insulae,tpl kew
Oxera pancheri,Oxera sulfurea,tpl kew
Oxyspora howellii,Allomorphia howellii,tpl kew
Pachycereus militaris,Backebergia militaris,tpl kew
Palicourea acuminata,Psychotria cuspidata,tpl kew
Palicourea caerulea,Psychotria brachiata,tpl kew
Palicourea chlorobotrya,Psychotria chlorobotrya,tpl kew
Palicourea dives,Psychotria dives,tpl kew
Palicourea elata,Psychotria elata,tpl kew
Palicourea galeottiana,Psychotria galeottiana,tpl kew
Palicourea glomerulata,Psychotria glomerulata,tpl kew
Palicourea hoffmannseggiana,Psychotria hoffmannseggiana,tpl kew
Palicourea juarezana,Psychotria juarezana,tpl kew
Palicourea levis,Psychotria levis,tpl kew
Palicourea macrosepala,Palicourea discolor,tpl kew
Palicourea minarum,Psychotria minarum,tpl kew
Palicourea pedunculata,Palicourea pedunculosa,tpl kew
Palicourea perotensis,Psychotria perotensis,tpl kew
Palicourea phanerandra,Psychotria phanerandra,tpl kew
Palicourea pubescens,Psychotria pubescens,tpl kew
Palicourea racemosa,Psychotria racemosa,tpl kew
Palicourea simiarum,Psychotria simiarum,tpl kew
Palicourea veracruzensis,Psychotria veracruzensis,tpl kew
Pancheria billardierei,Callicoma serratifolia,tpl kew
Pandanus cominsii,Pandanus conoideus,tpl kew
Pandanus decumbens,Pandanus reticulatus,tpl kew
Pandanus pseudolais,Pandanus furcatus,tpl kew
Panopsis metcalfii,Panopsis polystachya,tpl kew
Panopsis perijensis,Panopsis polystachya,tpl kew
Panopsis sulcata,Panopsis polystachya,tpl kew
Pantadenia chauvetiae,Parapantadenia chauvetiae,tpl kew
Paralychnophora bicolor,Eremanthus bicolor,tpl kew
Paralychnophora reflexoauriculata,Eremanthus reflexo-auriculatus,tpl kew
Parashorea stellata,Shorea stellata,tpl kew
Parkinsonia microphylla,Cercidium microphyllum,tpl kew
Parkinsonia texana,Cercidium texanum,tpl kew
Paropsia madagascariensis,Passiflora bicornis,tpl kew
Pavonia goetheoides,Blanchetiastrum goetheoides,tpl kew
Pentaceras australe,Pentaceras australis,tpl kew
Pentagonia parvifolia,Pentagonia amazonica,tpl kew
Persea chrysophylla,Mutisiopersea chrysophylla,tpl kew
Persea costata,Mutisiopersea costata,tpl kew
Persea filipes,Cinnamomum filipes,tpl kew
Persea krugii,Mutisiopersea krugii,tpl kew
Persea oblongifolia,Mutisiopersea oblongifolia,tpl kew
Persea podadenia,Persea liebmannii,tpl kew
Persea urbaniana,Mutisiopersea urbaniana,tpl kew
Phanera variegata,Bauhinia variegata,tpl kew
Philenoptera laxiflora,Lonchocarpus laxiflorus,tpl kew
Philotheca trachyphylla,Eriostemon trachyphyllus,tpl kew
Phoebe excelsa,Persea excelsa,tpl kew
Phoebe lanceolata,Ocotea lancifolia,tpl kew
Phoebe pallida,Persea pallida,tpl kew
Phyllanthus assamicus,Glochidion ellipticum,tpl kew
Phyllanthus caledonicus,Glochidion caledonicum,tpl kew
Phyllanthus celastroides,Glochidion celastroides,tpl kew
Phyllanthus coccineus,Glochidion coccineum,tpl kew
Phyllanthus concolor,Glochidion concolor,tpl kew
Phyllanthus cordatus,Glochidion cordatum,tpl kew
Phyllanthus cuspidatus,Glochidion cuspidatum,tpl kew
Phyllanthus daltonii,Glochidion daltonii,tpl kew
Phyllanthus eriocarpus,Glochidion eriocarpum,tpl kew
Phyllanthus ferdinandii,Glochidion ferdinandii,tpl kew
Phyllanthus fulvirameus,Glochidion fulvirameum,tpl kew
Phyllanthus glomerulatus,Glochidion glomerulatum,tpl kew
Phyllanthus grayanus,Glochidion grayanum,tpl kew
Phyllanthus helferi,Glochidion helferi,tpl kew
Phyllanthus hohenackeri,Glochidion hohenackeri,tpl kew
Phyllanthus khasicus,Glochidion khasicum,tpl kew
Phyllanthus korthalsii,Glochidion korthalsii,tpl kew
Phyllanthus lanceilimbus,Glochidion lanceilimbum,tpl kew
Phyllanthus lanceolarius,Glochidion lanceolarium,tpl kew
Phyllanthus littoralis,Glochidion littorale,tpl kew
Phyllanthus lobocarpus,Glochidion lobocarpum,tpl kew
Phyllanthus longfieldiae,Glochidion longfieldiae,tpl kew
Phyllanthus lutescens,Glochidion lutescens,tpl kew
Phyllanthus manono,Glochidion manono,tpl kew
Phyllanthus mollis,Glochidion molle,tpl kew
Phyllanthus moonii,Glochidion moonii,tpl kew
Phyllanthus multilocularis,Glochidion multiloculare,tpl kew
Phyllanthus myrianthus,Glochidion myrianthum,tpl kew
Phyllanthus nemoralis,Glochidion nemorale,tpl kew
Phyllanthus obscurus,Glochidion obscurum,tpl kew
Phyllanthus puberus,Glochidion puberum,tpl kew
Phyllanthus seemannii,Glochidion seemannii,tpl kew
Phyllanthus sericeus,Glochidion sericeum,tpl kew
Phyllanthus sphaerogynus,Glochidion sphaerogynum,tpl kew
Phyllanthus stellatus,Glochidion stellatum,tpl kew
Phyllanthus submollis,Glochidion submolle,tpl kew
Phyllanthus superbus,Glochidion superbum,tpl kew
Phyllanthus thomsonii,Glochidion thomsonii,tpl kew
Phyllanthus varians,Glochidion varians,tpl kew
Phyllanthus velutinus,Glochidion heyneanum,tpl kew
Phyllanthus vitiensis,Glochidion vitiense,tpl kew
Phyllanthus wallichianus,Glochidion wallichianum,tpl kew
Phyllanthus wrightii,Glochidion wrightii,tpl kew
Phyllanthus xerocarpus,Glochidion xerocarpum,tpl kew
Picea martinezii,Picea chihuahuana,tpl kew
Piliostigma thonningii,Bauhinia thonningii,tpl kew
Piper archeri,Piper obliquum,tpl kew
Piper begoniicolor,Piper longispicum,tpl kew
Piptostigma longepilosum,Piptostigma mortehanii,tpl kew
Pittosporum angustifolium,Pittosporum phillyraeoides,tpl kew
Plerandra actinostigma,Schefflera actinostigma,tpl kew
Plerandra baillonii,Schefflera bailloniana,tpl kew
Plerandra bakeriana,Schefflera bakeriana,tpl kew
Plerandra brassii,Schefflera latianulata,tpl kew
Plerandra cabalionii,Schefflera cabalionii,tpl kew
Plerandra costata,Schefflera costata,tpl kew
Plerandra crassipes,Schefflera crassipes,tpl kew
Plerandra elegantissima,Schefflera elegantissima,tpl kew
Plerandra elongata,Schefflera elongata,tpl kew
Plerandra emiliana,Schefflera emiliana,tpl kew
Plerandra gabriellae,Schefflera gabriellae,tpl kew
Plerandra grayi,Schefflera grayi,tpl kew
Plerandra insolita,Schefflera insolita,tpl kew
Plerandra leptophylla,Schefflera leptophylla,tpl kew
Plerandra micrantha,Schefflera dictyophlebia,tpl kew
Plerandra nono,Schefflera nono,tpl kew
Plerandra pachyphylla,Schefflera pachyphylla,tpl kew
Plerandra pancheri,Schefflera pancheri,tpl kew
Plerandra pickeringii,Schefflera pickeringii,tpl kew
Plerandra plerandroides,Schefflera plerandroides,tpl kew
Plerandra polydactylis,Schefflera polydactylis,tpl kew
Plerandra reginae,Schefflera reginae,tpl kew
Plerandra seemanniana,Schefflera seemanniana,tpl kew
Plerandra solomonensis,Schefflera solomonensis,tpl kew
Plerandra stahliana,Schefflera stahliana,tpl kew
Plerandra tannae,Schefflera tannae,tpl kew
Plerandra veitchii,Schefflera veitchii,tpl kew
Plerandra victoriae,Schefflera victoriae,tpl kew
Plumeria clusioides,Plumeria obtusa,tpl kew
Plumeria krugii,Plumeria obtusa,tpl kew
Plumeria montana,Plumeria obtusa,tpl kew
Podalyria lanceolata,Podalyria calyptrata,tpl kew
Podocarpus ekmanii,Podocarpus angustifolius,tpl kew
Podocarpus laetus,Podocarpus spinulosus,tpl kew
Poecilanthe grandiflora,Poecilanthe falcata,tpl kew
Polylepis microphylla,Polylepis weberbaueri,tpl kew
Polylepis tarapacana,Polylepis tomentella,tpl kew
Polylepis triacontandra,Polylepis besseri,tpl kew
Polyspora axillaris,Gordonia axillaris,tpl kew
Polyspora balansae,Gordonia balansae,tpl kew
Pometia pinnata,Allophylus cobbe,tpl kew
Portulacaria namaquensis,Ceraria namaquensis,tpl kew
Pseudosamanea guachapele,Albizia guachapele,tpl kew
Psychotria durilancifolia,Psychotria panamensis,tpl kew
Psychotria molinae,Psychotria panamensis,tpl kew
Psychotria nubiphila,Psychotria panamensis,tpl kew
Psychotria subsessilis,Psychotria costivenia,tpl kew
Psychotria trichantha,Cremocarpon trichanthum,tpl kew
Pterocarpus hayesii,Pterocarpus rohrii,tpl kew
Pterocarpus steinbachianus,Pterocarpus rohrii,tpl kew
Pterodon apparicioi,Pterodon emarginatus,tpl kew
Pycnanthus microcephalus,Pycnanthus angolensis,tpl kew
Quadrella angustifolia,Capparis angustifolia,tpl kew
Quadrella antonensis,Capparis antonensis,tpl kew
Quadrella asperifolia,Capparis asperifolia,tpl kew
Quadrella calciphila,Capparis calciphila,tpl kew
Quadrella domingensis,Capparis domingensis,tpl kew
Quadrella ferruginea,Capparis ferruginea,tpl kew
Quadrella filipes,Capparis filipes,tpl kew
Quadrella indica,Capparis indica,tpl kew
Quadrella lundellii,Capparis lundellii,tpl kew
Quadrella mirifica,Capparis mirifica,tpl kew
Quadrella singularis,Capparis singularis,tpl kew
Quadrella steyermarkii,Capparis steyermarkii,tpl kew
Quercus acatenangensis,Quercus ocoteifolia,tpl kew
Quercus acherdophylla,Quercus salicifolia,tpl kew
Quercus ariifolia,Quercus rugosa,tpl kew
Quercus calophylla,Quercus candicans,tpl kew
Quercus cambodiensis,Quercus langbianensis,tpl kew
Quercus corrugata,Quercus lancifolia,tpl kew
Quercus graciliformis,Quercus canbyi,tpl kew
Quercus grahamii,Quercus acutifolia,tpl kew
Quercus hypargyrea,Quercus multinervis,tpl kew
Quercus obconicus,Quercus hainanica,tpl kew
Quercus paxtalensis,Quercus xalapensis,tpl kew
Quercus persica,Quercus brantii,tpl kew
Quercus rubramenta,Quercus salicifolia,tpl kew
Quercus xylina,Quercus laxa,tpl kew
Quetzalia guatemalensis,Gyminda tonduzii,tpl kew
Radermachera quadripinnata,Radermachera pinnata,tpl kew
Raputia ulei,Conchocarpus ucayalinus,tpl kew
Rauia nodosa,Angostura nodosa,tpl kew
Reichenbachia paraguayensis,Reichenbachia hirsuta,tpl kew
Rhabdophyllum arnoldianum,Ouratea arnoldiana,tpl kew
Rondeletia chinajensis,Arachnothryx chinajensis,tpl kew
Rondeletia hameliifolia,Arachnothryx hameliifolia,tpl kew
Roupala loxensis,Roupala cordifolia,tpl kew
Rudgea bracteata,Rudgea bremekampiana,tpl kew
Ruizterania albiflora,Qualea albiflora,tpl kew
Ruizterania clavata,Qualea clavata,tpl kew
Ruizterania gardneriana,Qualea gardneriana,tpl kew
Ruizterania nitida,Qualea nitida,tpl kew
Ruizterania sacculata,Qualea sacculata,tpl kew
Ruizterania wittrockii,Qualea wittrockii,tpl kew
Samanea saman,Albizia saman,tpl kew
Santiria ebo,Santiria trimera,tpl kew
Santiria obovata,Santiria trimera,tpl kew
Sapium appendiculatum,Sebastiania appendiculata,tpl kew
Sapium sceleratum,Sapium argutum,tpl kew
Sarcomphalus taylorii,Ziziphus taylorii,tpl kew
Sarcomphalus undulatus,Nauclea orientalis,tpl kew
Schefflera nicaraguensis,Schefflera sphaerocoma,tpl kew
Schefflera seibertii,Schefflera sphaerocoma,tpl kew
Schinus microphylla,Schinus microphyllus,tpl kew
Schradera brasiliensis,Schradera involucrata,tpl kew
Sebastiania klotzschiana,Sebastiania commersoniana,tpl kew
Semecarpus bunburyanus,Semecarpus bunburyana,tpl kew
Semecarpus magnificus,Semecarpus magnifica,tpl kew
Semecarpus parvifolius,Semecarpus parvifolia,tpl kew
Semecarpus paucinervius,Semecarpus paucinervia,tpl kew
Semecarpus trachyphyllus,Semecarpus trachyphylla,tpl kew
Semecarpus velutinus,Semecarpus velutina,tpl kew
Senegalia anisophylla,Acacia anisophylla,tpl kew
Senegalia berlandieri,Acacia berlandieri,tpl kew
Senegalia crassifolia,Acacia crassifolia,tpl kew
Senegalia gaumeri,Acacia gaumeri,tpl kew
Senegalia greggii,Acacia greggii,tpl kew
Senegalia hayesii,Acacia hayesii,tpl kew
Senegalia interior,Acacia interior,tpl kew
Senegalia macilenta,Acacia macilenta,tpl kew
Senegalia micrantha,Acacia parviflora,tpl kew
Senegalia mirandae,Acacia mirandae,tpl kew
Senegalia occidentalis,Acacia occidentalis,tpl kew
Senegalia paniculata,Acacia tenuifolia,tpl kew
Senegalia peninsularis,Acacia peninsularis,tpl kew
Senegalia picachensis,Acacia picachensis,tpl kew
Senegalia purpusii,Acacia purpusii,tpl kew
Senegalia reniformis,Acacia reniformis,tpl kew
Senegalia roemeriana,Acacia roemeriana,tpl kew
Senegalia senegal,Acacia senegal,tpl kew
Senegalia subangulata,Acacia subangulata,tpl kew
Senegalia tamarindifolia,Acacia tamarindifolia,tpl kew
Senegalia tenuifolia,Acacia tenuifolia,tpl kew
Senegalia trijuga,Acacia trijuga,tpl kew
Senegalia tucumanensis,Senegalia riparia,tpl kew
Senegalia weberbaueri,Acacia weberbaueri,tpl kew
Senegalia westiana,Acacia riparia,tpl kew
Senegalia wrightii,Acacia wrightii,tpl kew
Sessea vestioides,Cestrum vestioides,tpl kew
Sessea vestita,Cestrum vestitum,tpl kew
Shorea siamensis,Pentacme siamensis,tpl kew
Sideroxylon spinosum,Argania spinosa,tpl kew
Simarouba glauca,Simarouba amara,tpl kew
Simira pilosa,Simira corumbensis,tpl kew
Sloanea fendleriana,Sloanea pittieriana,tpl kew
Sloanea trinitensis,Sloanea laurifolia,tpl kew
Sloanea usurpatrix,Sloanea tuerckheimii,tpl kew
Sohnreyia excelsa,Spathelia excelsa,tpl kew
Solanum clathratum,Solanum asperum,tpl kew
Solenandra mexicana,Exostema mexicanum,tpl kew
Sorocea jureiana,Sorocea guilleminiana,tpl kew
Spiraeanthemum brongniartianum,Acsmithia brongniartiana,tpl kew
Spiraeanthemum ellipticum,Acsmithia elliptica,tpl kew
Spiraeanthemum pedunculatum,Acsmithia pedunculata,tpl kew
Spiraeanthemum pubescens,Acsmithia pubescens,tpl kew
Spiraeanthemum vitiense,Acsmithia vitiensis,tpl kew
Spiraeopsis celebica,Caldcluvia celebica,tpl kew
Spondias macrocarpa,Spondias purpurea,tpl kew
Stadtmannia oppositifolia,Stadmania oppositifolia,tpl kew
Stenocereus dumortieri,Isolatocereus dumortieri,tpl kew
Stenostomum maestrense,Stenostomum maestrensis,tpl kew
Sterculia urens,Firmiana simplex,tpl kew
Stillingia loranthacea,Stillingia saxatilis,tpl kew
Streblus usambarensis,Sloetiopsis usambarensis,tpl kew
Stylogyne cauliflora,Stylogyne ardisioides,tpl kew
Syagrus weddelliana,Lytocaryum weddellianum,tpl kew
Symplocos shilanensis,Symplocos lucida,tpl kew
Syndiclis kwangsiensis,Beilschmiedia kwangsiensis,tpl kew
Syzygium subcordatum,Syzygium subcaudatum,tpl kew
Syzygium urceolatum,Syzygium leptostemon,tpl kew
Tabernaemontana albiflora,Tabernaemontana catharinensis,tpl kew
Tabernaemontana glabra,Tabernaemontana flavicans,tpl kew
Tachigali aurea,Sclerolobium aureum,tpl kew
Tachigali poeppigiana,Tachigali polyphylla,tpl kew
Tamarix hohenackeri,Tamarix smyrnensis,tpl kew
Tamarix nilotica,Tamarix senegalensis,tpl kew
Tara spinosa,Caesalpinia spinosa,tpl kew
Taralea nudipes,Taralea oppositifolia,tpl kew
Taxus contorta,Taxus wallichiana,tpl kew
Terminalia buceras,Bucida buceras,tpl kew
Terminalia latifolia,Terminalia catappa,tpl kew
Terminalia macrostachya,Bucida macrostachya,tpl kew
Terminalia molinetii,Bucida molinetii,tpl kew
Terminalia monoceros,Terminalia seyrigii,tpl kew
Terminalia nitidissima,Buchenavia nitidissima,tpl kew
Terminalia oxycarpa,Buchenavia oxycarpa,tpl kew
Terminalia pauciflora,Terminalia seyrigii,tpl kew
Thailentadopsis tenuis,Pithecellobium tenue,tpl kew
Thespesia garckeana,Azanza garckeana,tpl kew
Thouinia trifoliata,Thyana trifoliata,tpl kew
Tococa setifera,Tococa coronata,tpl kew
Tournefortia undulata,Tournefortia lilloi,tpl kew
Trichilia emarginata,Trichilia glabra,tpl kew
Trichilia multifoliola,Trichilia hirta,tpl kew
Trichocereus chiloensis,Echinopsis chiloensis,tpl kew
Trichocereus macrogonus,Echinopsis macrogona,tpl kew
Tridesmostemon congoensis,Tridesmostemon congoense,tpl kew
Trigonostemon longifolius,Trigonostemon heteranthus,tpl kew
Trigonostemon oblongifolius,Trigonostemon hirsutus,tpl kew
Uapaca mole,Uapaca guineensis,tpl kew
Uvariopsis tripetala,Dennettia tripetala,tpl kew
Vachellia acuifera,Acacia acuifera,tpl kew
Vachellia barahonensis,Acacia barahonensis,tpl kew
Vachellia bilimekii,Acacia bilimekii,tpl kew
Vachellia brandegeana,Acacia brandegeana,tpl kew
Vachellia bucheri,Acacia bucheri,tpl kew
Vachellia chiapensis,Acacia chiapensis,tpl kew
Vachellia choriophylla,Acacia choriophylla,tpl kew
Vachellia cucuyo,Acacia cucuyo,tpl kew
Vachellia curvifructa,Acacia curvifructa,tpl kew
Vachellia gentlei,Acacia gentlei,tpl kew
Vachellia glandulifera,Acacia glandulifera,tpl kew
Vachellia globulifera,Acacia globulifera,tpl kew
Vachellia hindsii,Acacia hindsii,tpl kew
Vachellia janzenii,Acacia janzenii,tpl kew
Vachellia mayana,Acacia mayana,tpl kew
Vachellia melanoceras,Acacia melanoceras,tpl kew
Vachellia oviedoensis,Acacia oviedoensis,tpl kew
Vachellia pennatula,Acacia pennatula,tpl kew
Vachellia rigidula,Acacia amentacea,tpl kew
Vachellia rorudiana,Acacia rorudiana,tpl kew
Vachellia schaffneri,Acacia schaffneri,tpl kew
Vachellia zapatensis,Acacia zapatensis,tpl kew
Varronia acuta,Cordia curassavica,tpl kew
Varronia anisodonta,Cordia anisodonta,tpl kew
Varronia bahamensis,Cordia bahamensis,tpl kew
Varronia baracoensis,Cordia baracoensis,tpl kew
Varronia calcicola,Cordia calcicola,tpl kew
Varronia claviceps,Cordia claviceps,tpl kew
Varronia haitiensis,Cordia haitiensis,tpl kew
Varronia jamaicensis,Cordia jamaicensis,tpl kew
Varronia jeremiensis,Cordia jeremiensis,tpl kew
Varronia oligodonta,Cordia oligodonta,tpl kew
Varronia revoluta,Cordia revoluta,tpl kew
Varronia selleana,Cordia selleana,tpl kew
Varronia spinescens,Cordia spinescens,tpl kew
Vasconcellea candicans,Carica candicans,tpl kew
Vasconcellea monoica,Carica monoica,tpl kew
Vasconcellea palandensis,Carica palandensis,tpl kew
Vasconcellea pulchra,Carica pulchra,tpl kew
Vasconcellea sphaerocarpa,Carica sphaerocarpa,tpl kew
Vasconcellea sprucei,Carica sprucei,tpl kew
Vasconcellea stipulata,Carica stipulata,tpl kew
Vepris soyauxii,Araliopsis soyauxii,tpl kew
Viburnum coriaceum,Viburnum cylindricum,tpl kew
Vismia cavanillesiana,Vismia crassa,tpl kew
Vitex agnus,Vitex agnus-castus,tpl kew
Vitex carvalhi,Vitex mossambicensis,tpl kew
Vitex mexiae,Vitex sellowiana,tpl kew
Vitex spongiocarpa,Vitex sprucei,tpl kew
Wallenia clusioides,Stylogyne canaliculata,tpl kew
Wallenia laurifolia,Petesiodes clusiifolium,tpl kew
Warneckea bequaertii,Lijndenia bequaertii,tpl kew
Weberbauerocereus albus,Weberbauerocereus longicomus,tpl kew
Weinmannia heterophylla,Weinmannia auriculifera,tpl kew
Weinmannia tinctoria,Weinmannia macrostachya,tpl kew
Wilkiea macrophylla,Kibara macrophylla,tpl kew
Xylopia lamarckii,Pseudannona grandiflora,tpl kew
Xylopia obtusifolia,Xylopia fusca,tpl kew
Xylosma congesta,Croton congestus,tpl kew
Zanthoxylum cubense,Zanthoxylum rhodoxylum,tpl kew
Zanthoxylum nashii,Zanthoxylum nannophyllum,tpl kew
Ziziphus guaranitica,Ziziphus joazeiro,tpl kew
Ziziphus mauritiana,Ziziphus jujuba,tpl kew
Machaerium microphyllum,Machaerium macrophyllum,fuzzy tpl kew
Dalbergia ecastaphyllum,Dalbergia brownei,tpl syn kew
Inga portobellensis,Inga macrophylla,tpl syn kew
Vachellia californica,Acacia californica,tpl syn kew
Albizia numidarum,Albizia boinensis,tpl syn kew
Dalbergia pervillei,Dalbergia retusa,tpl syn kew
Dalbergia mimosella,Dalbergia lanceolaria,tpl syn kew
Ormosia polita,Ormosia nitida,tpl syn kew
Macaranga magna,Macaranga grandifolia,tpl syn kew
Antidesma pyrifolium,Antidesma montanum,tpl syn kew
Phyllanthus acutifolius,Phyllanthus oxyphyllus,tpl syn kew
Phyllanthus lawii,Phyllanthus polyphyllus,tpl syn kew
Phyllanthus ovatus,Phyllanthus grandifolius,tpl syn kew
Phyllanthus warburgii,Phyllanthus columnaris,tpl syn kew
Pouteria longifolia,Chrysophyllum longifolium,tpl syn kew
Quercus depressa,Quercus laurina,tpl syn kew
Rudgea verticillata,Coffea racemosa,tpl syn kew
Schefflera chococola,Schefflera macrophylla,tpl syn kew
Bactris glandulosa,Bactris bifida,tpl syn kew
Balakata luzonica,Sapium lateriflorum,tpl syn kew
Syzygium creaghii,Eugenia woodii,tpl syn kew
Syzygium kurzii,Eugenia cerasiflora,tpl syn kew
Syzygium pallidum,Eugenia pacifica,tpl syn kew
Syzygium pancheri,Syzygium micranthum,tpl syn kew
Vitex bojeri,Vitex ferruginea,tpl syn kew
Vitex milnei,Vitex divaricata,tpl syn kew
Eugenia subreticulata,Eugenia ligustrina,tpl syn kew
Acalypha benensis,Acalypha macrostachya,tpl syn kew
Juniperus foetidissima,Juniperus phoenicea,tpl syn kew
Mangifera altissima,Buchanania reticulata,tpl syn kew
Ocotea tonduzii,Ocotea cuneata,tpl syn kew
Matayba scrobiculata,Cupania scrobiculata,tpl syn kew
Abuta grisebachii,Abuta rufescens,tpl syn kew
Buchanania merrillii,Buchanania macrocarpa,tpl syn kew
Byrsonima clausseniana,Byrsonima cydoniifolia,tpl syn kew
Byrsonima intermedia,Byrsonima ligustrifolia,tpl syn kew
Canarium kipella,Canarium pimela,tpl syn kew
Canarium luzonicum,Canarium album,tpl syn kew
Cestrum parqui,Cestrum salicifolium,tpl syn kew
Cestrum salzmannii,Cestrum macrophyllum,tpl syn kew
Cinnamomum tavoyanum,Cinnamomum sulphuratum,tpl syn kew
Clusia hoffmannseggiana,Clusia flava,tpl syn kew
Diospyros canaliculata,Diospyros cauliflora,tpl syn kew
Diospyros martabanica,Diospyros mollis,tpl syn kew
Diospyros velutinosa,Diospyros vestita,tpl syn kew
Diospyros vignei,Diospyros apiculata,tpl syn kew
Ehretia bakeri,Ehretia macrophylla,tpl syn kew
Elaeocarpus pierrei,Elaeocarpus dentatus,tpl syn kew
Erythroxylum suberosum,Erythroxylum areolatum,tpl syn kew
Ficus elmeri,Ficus semicordata,tpl syn kew
Freziera hieronymi,Eurya nitida,tpl syn kew
Freziera calophylla,Eurya nitida,tpl syn kew
Freziera cuatrecasasii,Eurya nitida,tpl syn kew
Grewia laevigata,Grewia multiflora,tpl syn kew
Grewia tomentosa,Grewia hirsuta,tpl syn kew
Ilex hypaneura,Ilex coriacea,tpl syn kew
Quiina cruegeriana,Quiina guianensis,tpl syn kew
Juniperus seravschanica,Juniperus excelsa,tpl syn kew
Dracaena fontanesiana,Dracaena elliptica,tpl syn kew
Tabebuia linearis,Tabebuia rigida,tpl syn kew
Aegiphila deppeana,Aegiphila brachiata,tpl syn kew
Castanopsis javanica,Quercus cerris,tpl syn kew
Licania minuscula,Licania minutiflora,tpl syn kew
Citharexylum flexuosum,Citharexylum spinosum,tpl syn kew
Ixora longhanensis,Ixora amplexicaulis,tpl syn kew
Decaspermum blancoi,Myrtus communis,tpl syn kew
Eugenia platysema,Eugenia oblongata,tpl syn kew
Guettarda mollis,Guettarda elliptica,tpl syn kew
Acalypha novoguineensis,Acalypha longispica,tpl syn kew
Prunus campanulata,Prunus cerasoides,tpl syn kew
Crataegus ambigua,Crataegus sororia,tpl syn kew
Sorbus wallichii,Sorbus foliolosa,tpl syn kew
Pyrus bourgaeana,Pyrus communis,tpl syn kew
Mimosa pilulifera,Acacia inceana,fuzzy tpl syn kew
Palicourea microcarpa,Coffea macrocarpa,fuzzy tpl syn kew
Phyllanthus virgatus,Phyllanthus emarginatus,fuzzy tpl syn kew
Plinia edulis,Eugenia plicatocostata,fuzzy tpl syn kew
Cryptocarya transvaalensis,Cryptocarya liebertiana,fuzzy tpl syn kew
Elaeocarpus subvillosus,Elaeocarpus rubescens,fuzzy tpl syn kew
Grewia polygama,Grewia lanceifolia,fuzzy tpl syn kew
Rhaptopetalum roseum,Diospyros rosei,fuzzy tpl syn kew
Muellera fluvialis,Lonchocarpus pluvialis,fuzzy tpl syn kew
Acacia aptaneura,Acacia paraneura,fuzzy kew
Acacia pteraneura,Acacia paraneura,fuzzy kew
Acacia pteraneura,Acacia tetraneura,fuzzy kew
Acacia rugata,Acacia lunata,fuzzy kew
Acacia spectrum,Acacia spectra,fuzzy kew
Aniba rosodora,Aniba rosaeodora,fuzzy kew
Apeiba intermedia,Aniba intermedia,fuzzy kew
Ardisia knappiae,Ardisia knappii,fuzzy kew
Beilschmiedia atrata,Beilschmiedia alata,fuzzy kew
Beilschmiedia glauca,Beilschmiedia glabra,fuzzy kew
Betula cordifolia,Betula corylifolia,fuzzy kew
Bhesa indica,Maesa indica,fuzzy kew
Brahea edulis,Brahea dulcis,fuzzy kew
Bursera altijuga,Bursera multijuga,fuzzy kew
Byrsonima crassa,Byrsonima crispa,fuzzy kew
Callicarpa apoensis,Callicarpa paloensis,fuzzy kew
Camellia costata,Camellia connata,fuzzy kew
Canarium obovatum,Canarium ovatum,fuzzy kew
Casearia suaveolens,Casearia graveolens,fuzzy kew
Cassipourea obovata,Cassipourea ovata,fuzzy kew
Cecropia dentata,Cecropia peltata,fuzzy kew
Cestrum latifolium,Cestrum laevifolium,fuzzy kew
Clavija longifolia,Clavija lancifolia,fuzzy kew
Clusia mexiae,Clusia celiae,fuzzy kew
Coccoloba cordata,Coccoloba coronata,fuzzy kew
Coccoloba cordata,Coccoloba costata,fuzzy kew
Coffea ambanjensis,Coffea ambongensis,fuzzy kew
